"","Depmun","Departamento","Dep","Superficie","Poblacion","Irural","Region","municipio"
"1","05001","Antioquia","05",374.83062476,2483545,5,"Región Eje Cafetero","Medellín"
"2","05002","Antioquia","05",507.1341142,20258,45,"Región Eje Cafetero","Abejorral"
"3","05004","Antioquia","05",296.95598007,2710,58,"Región Eje Cafetero","Abriaquí"
"4","05021","Antioquia","05",128.93215315,4669,48,"Región Eje Cafetero","Alejandría"
"5","05030","Antioquia","05",84.13247691,30777,28,"Región Eje Cafetero","Amagá"
"6","05031","Antioquia","05",1209.12687145,26552,54,"Región Eje Cafetero","Amalfi"
"7","05034","Antioquia","05",402.50256241,43713,38,"Región Eje Cafetero","Andes"
"8","05036","Antioquia","05",81.87630162,5790,37,"Región Eje Cafetero","Angelópolis"
"9","05038","Antioquia","05",338.66648207,11462,47,"Región Eje Cafetero","Angostura"
"10","05040","Antioquia","05",1413.77390426,18737,58,"Región Eje Cafetero","Anorí"
"11","05042","Antioquia","05",525.60137455,26598,45,"Región Eje Cafetero","Santa Fé De Antioquia"
"12","05044","Antioquia","05",255.9233139,7085,48,"Región Eje Cafetero","Anzá"
"13","05045","Antioquia","05",535.17237724,124647,34,"Región Eje Cafetero","Apartadó"
"14","05051","Antioquia","05",754.25190197,29942,48,"Región Eje Cafetero","Arboletes"
"15","05055","Antioquia","05",245.34178234,7577,46,"Región Eje Cafetero","Argelia"
"16","05059","Antioquia","05",110.43497498,5085,43,"Región Eje Cafetero","Armenia"
"17","05079","Antioquia","05",205.66616815,53242,32,"Región Eje Cafetero","Barbosa"
"18","05086","Antioquia","05",296.15316705,6054,51,"Región Eje Cafetero","Belmira"
"19","05088","Antioquia","05",147.75841796,538527,12,"Región Eje Cafetero","Bello"
"20","05091","Antioquia","05",180.52598682,10274,42,"Región Eje Cafetero","Betania"
"21","05093","Antioquia","05",262.36750258,15736,42,"Región Eje Cafetero","Betulia"
"22","05101","Antioquia","05",260.44610792,26160,38,"Región Eje Cafetero","Ciudad Bolívar"
"23","05107","Antioquia","05",376.3467564,8065,52,"Región Eje Cafetero","Briceño"
"24","05113","Antioquia","05",355.21025575,9502,52,"Región Eje Cafetero","Buriticá"
"25","05120","Antioquia","05",1873.80283368,29716,56,"Región Eje Cafetero","Cáceres"
"26","05125","Antioquia","05",200.12988321,8420,46,"Región Eje Cafetero","Caicedo"
"27","05129","Antioquia","05",132.75593574,81658,24,"Región Eje Cafetero","Caldas"
"28","05134","Antioquia","05",206.34334641,9202,46,"Región Eje Cafetero","Campamento"
"29","05138","Antioquia","05",364.83123014,15490,46,"Región Eje Cafetero","Cañasgordas"
"30","05142","Antioquia","05",262.79877541,4537,53,"Región Eje Cafetero","Caracolí"
"31","05145","Antioquia","05",92.05778314,4670,42,"Región Eje Cafetero","Caramanta"
"32","05147","Antioquia","05",387.27064217,49659,40,"Región Eje Cafetero","Carepa"
"33","05148","Antioquia","05",423.64519157,61122,38,"Región Eje Cafetero","El Carmen De Viboral"
"34","05150","Antioquia","05",149.580818,3954,51,"Región Eje Cafetero","Carolina"
"35","05154","Antioquia","05",1429.12197616,93044,45,"Región Eje Cafetero","Caucasia"
"36","05172","Antioquia","05",721.68264526,58684,43,"Región Eje Cafetero","Chigorodó"
"37","05190","Antioquia","05",46.93473179,9844,34,"Región Eje Cafetero","Cisneros"
"38","05197","Antioquia","05",241.76470342,15042,41,"Región Eje Cafetero","Cocorná"
"39","05206","Antioquia","05",202.05448562,4760,49,"Región Eje Cafetero","Concepción"
"40","05209","Antioquia","05",247.88039048,21504,39,"Región Eje Cafetero","Concordia"
"41","05212","Antioquia","05",67.76071731,80000,20,"Región Eje Cafetero","Copacabana"
"42","05234","Antioquia","05",1957.26270789,23255,57,"Región Eje Cafetero","Dabeiba"
"43","05237","Antioquia","05",203.33231063,19332,39,"Región Eje Cafetero","Donmatías"
"44","05240","Antioquia","05",237.77937835,12108,42,"Región Eje Cafetero","Ebéjico"
"45","05250","Antioquia","05",1560.24887159,52925,51,"Región Eje Cafetero","El Bagre"
"46","05264","Antioquia","05",214.1959458,11465,46,"Región Eje Cafetero","Entrerríos"
"47","05266","Antioquia","05",77.99670323,236114,8,"Región Eje Cafetero","Envigado"
"48","05282","Antioquia","05",258.09259898,24553,38,"Región Eje Cafetero","Fredonia"
"49","05284","Antioquia","05",1384.1313647,20657,55,"Región Eje Cafetero","Frontino"
"50","05306","Antioquia","05",93.49444129,5652,48,"Región Eje Cafetero","Giraldo"
"51","05308","Antioquia","05",82.85600095,53162,25,"Región Eje Cafetero","Girardota"
"52","05310","Antioquia","05",332.20462869,9828,48,"Región Eje Cafetero","Gómez Plata"
"53","05313","Antioquia","05",190.22512112,9870,43,"Región Eje Cafetero","Granada"
"54","05315","Antioquia","05",118.20974808,6607,45,"Región Eje Cafetero","Guadalupe"
"55","05318","Antioquia","05",151.8116382,56774,30,"Región Eje Cafetero","Guarne"
"56","05321","Antioquia","05",83.32688921,8548,41,"Región Eje Cafetero","Guatapé"
"57","05347","Antioquia","05",114.84882851,5400,41,"Región Eje Cafetero","Heliconia"
"58","05353","Antioquia","05",57.52160128,5530,39,"Región Eje Cafetero","Hispania"
"59","05360","Antioquia","05",19.64955524,283794,0,"Región Eje Cafetero","Itagüí"
"60","05361","Antioquia","05",2841.11608867,27419,58,"Región Eje Cafetero","Ituango"
"61","05364","Antioquia","05",201.16256166,14662,41,"Región Eje Cafetero","Jardín"
"62","05368","Antioquia","05",205.00067523,13637,41,"Región Eje Cafetero","Jericó"
"63","05376","Antioquia","05",132.71495274,66746,28,"Región Eje Cafetero","La Ceja"
"64","05380","Antioquia","05",36.63179449,73696,16,"Región Eje Cafetero","La Estrella"
"65","05390","Antioquia","05",54.29631115,8298,36,"Región Eje Cafetero","La Pintada"
"66","05400","Antioquia","05",167.73965985,21963,37,"Región Eje Cafetero","La Unión"
"67","05411","Antioquia","05",216.41644317,10040,46,"Región Eje Cafetero","Liborina"
"68","05425","Antioquia","05",387.10137584,8218,53,"Región Eje Cafetero","Maceo"
"69","05440","Antioquia","05",114.87120133,66399,27,"Región Eje Cafetero","Marinilla"
"70","05467","Antioquia","05",76.02845245,6635,37,"Región Eje Cafetero","Montebello"
"71","05475","Antioquia","05",1266.20138253,5088,68,"Región Eje Cafetero","Murindó"
"72","05480","Antioquia","05",1075.17282089,14196,57,"Región Eje Cafetero","Mutatá"
"73","05483","Antioquia","05",316.76741824,9997,44,"Región Eje Cafetero","Nariño"
"74","05490","Antioquia","05",1255.54393569,43257,49,"Región Eje Cafetero","Necoclí"
"75","05495","Antioquia","05",937.32294501,26652,53,"Región Eje Cafetero","Nechí"
"76","05501","Antioquia","05",86.98619201,3150,47,"Región Eje Cafetero","Olaya"
"77","05541","Antioquia","05",118.31434977,21427,37,"Región Eje Cafetero","Peñol"
"78","05543","Antioquia","05",434.06904339,8186,52,"Región Eje Cafetero","Peque"
"79","05576","Antioquia","05",75.43285986,8681,37,"Región Eje Cafetero","Pueblorrico"
"80","05579","Antioquia","05",1220.10917421,40048,49,"Región Eje Cafetero","Puerto Berrío"
"81","05585","Antioquia","05",669.29146921,14384,50,"Región Eje Cafetero","Puerto Nare"
"82","05591","Antioquia","05",369.55676202,18550,46,"Región Eje Cafetero","Puerto Triunfo"
"83","05604","Antioquia","05",1989.19130969,29061,57,"Región Eje Cafetero","Remedios"
"84","05607","Antioquia","05",243.60002783,24185,40,"Región Eje Cafetero","Retiro"
"85","05615","Antioquia","05",195.94014889,139553,24,"Región Eje Cafetero","Rionegro"
"86","05628","Antioquia","05",265.76441601,9155,49,"Región Eje Cafetero","Sabanalarga"
"87","05631","Antioquia","05",15.83531904,85484,10,"Región Eje Cafetero","Sabaneta"
"88","05642","Antioquia","05",288.23494211,18218,42,"Región Eje Cafetero","Salgar"
"89","05647","Antioquia","05",218.72661072,7240,48,"Región Eje Cafetero","San Andrés De Cuerquía"
"90","05649","Antioquia","05",717.81457076,15940,51,"Región Eje Cafetero","San Carlos"
"91","05652","Antioquia","05",356.33907493,5776,52,"Región Eje Cafetero","San Francisco"
"92","05656","Antioquia","05",161.26572012,15710,40,"Región Eje Cafetero","San Jerónimo"
"93","05658","Antioquia","05",126.07358378,3706,50,"Región Eje Cafetero","San José De La Montaña"
"94","05659","Antioquia","05",251.99693536,20549,43,"Región Eje Cafetero","San Juan De Urabá"
"95","05660","Antioquia","05",425.61907424,13035,51,"Región Eje Cafetero","San Luis"
"96","05664","Antioquia","05",220.94427439,22447,38,"Región Eje Cafetero","San Pedro De Los Milagros"
"97","05665","Antioquia","05",602.53315431,31571,46,"Región Eje Cafetero","San Pedro De Urabá"
"98","05667","Antioquia","05",363.92865829,15632,47,"Región Eje Cafetero","San Rafael"
"99","05670","Antioquia","05",424.85489769,21533,46,"Región Eje Cafetero","San Roque"
"100","05674","Antioquia","05",230.49117392,22258,39,"Región Eje Cafetero","San Vicente Ferrer"
"101","05679","Antioquia","05",196.16974628,26944,36,"Región Eje Cafetero","Santa Bárbara"
"102","05686","Antioquia","05",864.77891437,37143,47,"Región Eje Cafetero","Santa Rosa De Osos"
"103","05690","Antioquia","05",265.95072004,12326,45,"Región Eje Cafetero","Santo Domingo"
"104","05697","Antioquia","05",83.45109381,36043,28,"Región Eje Cafetero","El Santuario"
"105","05736","Antioquia","05",1127.32687972,38692,50,"Región Eje Cafetero","Segovia"
"106","05756","Antioquia","05",1346.39714434,36394,48,"Región Eje Cafetero","Sonsón"
"107","05761","Antioquia","05",219.07191325,15293,42,"Región Eje Cafetero","Sopetrán"
"108","05789","Antioquia","05",252.23974404,16193,41,"Región Eje Cafetero","Támesis"
"109","05790","Antioquia","05",1148.98499304,27517,54,"Región Eje Cafetero","Tarazá"
"110","05792","Antioquia","05",120.47906214,6194,42,"Región Eje Cafetero","Tarso"
"111","05809","Antioquia","05",140.34578815,10716,38,"Región Eje Cafetero","Titiribí"
"112","05819","Antioquia","05",122.57841669,5005,46,"Región Eje Cafetero","Toledo"
"113","05837","Antioquia","05",2919.53532994,127565,48,"Región Eje Cafetero","Turbo"
"114","05842","Antioquia","05",265.93037264,6875,49,"Región Eje Cafetero","Uramita"
"115","05847","Antioquia","05",2563.39722765,30484,54,"Región Eje Cafetero","Urrao"
"116","05854","Antioquia","05",567.70263561,13950,50,"Región Eje Cafetero","Valdivia"
"117","05856","Antioquia","05",126.17475786,6462,43,"Región Eje Cafetero","Valparaíso"
"118","05858","Antioquia","05",524.95500916,11910,52,"Región Eje Cafetero","Vegachí"
"119","05861","Antioquia","05",139.67431059,11636,38,"Región Eje Cafetero","Venecia"
"120","05873","Antioquia","05",1661.85288067,9265,67,"Región Eje Cafetero","Vigía Del Fuerte"
"121","05885","Antioquia","05",440.85831184,7630,54,"Región Eje Cafetero","Yalí"
"122","05887","Antioquia","05",738.25626326,42116,45,"Región Eje Cafetero","Yarumal"
"123","05890","Antioquia","05",1012.5146203,23050,53,"Región Eje Cafetero","Yolombó"
"124","05893","Antioquia","05",1894.98748943,19624,59,"Región Eje Cafetero","Yondó"
"125","05895","Antioquia","05",1167.35761591,25210,53,"Región Eje Cafetero","Zaragoza"
"126","08001","Atlántico","08",154.20207902,1243056,3,"Región Caribe","Barranquilla"
"127","08078","Atlántico","08",121.34712432,64949,26,"Región Caribe","Baranoa"
"128","08137","Atlántico","08",99.99500657,23230,34,"Región Caribe","Campo De La Cruz"
"129","08141","Atlántico","08",135.7690644,16648,39,"Región Caribe","Candelaria"
"130","08296","Atlántico","08",97.51307157,64260,28,"Región Caribe","Galapa"
"131","08372","Atlántico","08",167.93048227,21971,39,"Región Caribe","Juan De Acosta"
"132","08421","Atlántico","08",224.32105579,29348,38,"Región Caribe","Luruaco"
"133","08433","Atlántico","08",97.94233728,134468,19,"Región Caribe","Malambo"
"134","08436","Atlántico","08",214.27303319,20698,42,"Región Caribe","Manatí"
"135","08520","Atlántico","08",92.33826091,30094,29,"Región Caribe","Palmar De Varela"
"136","08549","Atlántico","08",252.97468793,6873,51,"Región Caribe","Piojó"
"137","08558","Atlántico","08",73.86433128,18941,32,"Región Caribe","Polonuevo"
"138","08560","Atlántico","08",206.53519105,24877,38,"Región Caribe","Ponedera"
"139","08573","Atlántico","08",70.56709254,51695,27,"Región Caribe","Puerto Colombia"
"140","08606","Atlántico","08",358.54030648,27249,41,"Región Caribe","Repelón"
"141","08634","Atlántico","08",43.11113256,33858,23,"Región Caribe","Sabanagrande"
"142","08638","Atlántico","08",395.87438012,97005,32,"Región Caribe","Sabanalarga"
"143","08675","Atlántico","08",57.36635532,16624,33,"Región Caribe","Santa Lucía"
"144","08685","Atlántico","08",65.00300596,31027,28,"Región Caribe","Santo Tomás"
"145","08758","Atlántico","08",59.35835745,638065,4,"Región Caribe","Soledad"
"146","08770","Atlántico","08",42.55805817,12282,32,"Región Caribe","Suan"
"147","08832","Atlántico","08",182.9895582,18190,41,"Región Caribe","Tubará"
"148","08849","Atlántico","08",101.37813271,12743,39,"Región Caribe","Usiacurí"
"149","11001","Santa Fe de Bogotá D.C.","11",1622.85260469,7592871,6,"Región Centro Oriente","Bogotá. D.c."
"150","13001","Bolívar","13",597.68101163,1003685,18,"Región Caribe","Cartagena De Indias"
"151","13006","Bolívar","13",951.76583131,24610,54,"Región Caribe","Achí"
"152","13030","Bolívar","13",303.74622699,11309,49,"Región Caribe","Altos Del Rosario"
"153","13042","Bolívar","13",461.93228344,7590,50,"Región Caribe","Arenal"
"154","13052","Bolívar","13",589.57701537,71837,38,"Región Caribe","Arjona"
"155","13062","Bolívar","13",163.80837577,8504,44,"Región Caribe","Arroyohondo"
"156","13074","Bolívar","13",430.7368606,14996,50,"Región Caribe","Barranco De Loba"
"157","13140","Bolívar","13",255.35331939,22794,41,"Región Caribe","Calamar"
"158","13160","Bolívar","13",881.48321743,8488,59,"Región Caribe","Cantagallo"
"159","13188","Bolívar","13",133.17933326,13903,41,"Región Caribe","Cicuco"
"160","13212","Bolívar","13",597.31809782,16225,51,"Región Caribe","Córdoba"
"161","13222","Bolívar","13",85.37593328,15014,36,"Región Caribe","Clemencia"
"162","13244","Bolívar","13",946.27376344,71428,42,"Región Caribe","El Carmen De Bolívar"
"163","13248","Bolívar","13",383.17338739,8825,52,"Región Caribe","El Guamo"
"164","13268","Bolívar","13",318.9348519,7884,52,"Región Caribe","El Peñón"
"165","13300","Bolívar","13",194.33101468,12699,44,"Región Caribe","Hatillo De Loba"
"166","13430","Bolívar","13",1129.96283733,137030,39,"Región Caribe","Magangué"
"167","13433","Bolívar","13",432.18034127,28602,43,"Región Caribe","Mahates"
"168","13440","Bolívar","13",293.68335547,10913,50,"Región Caribe","Margarita"
"169","13442","Bolívar","13",559.91784324,47389,40,"Región Caribe","María La Baja"
"170","13458","Bolívar","13",2092.81355819,17017,61,"Región Caribe","Montecristo"
"171","13468","Bolívar","13",652.14257901,45498,44,"Región Caribe","Santa Cruz De Mompox"
"172","13473","Bolívar","13",1347.5998537,22846,57,"Región Caribe","Morales"
"173","13549","Bolívar","13",775.56872544,24433,51,"Región Caribe","Pinillos"
"174","13580","Bolívar","13",183.45268918,6983,47,"Región Caribe","Regidor"
"175","13600","Bolívar","13",845.23649259,10638,53,"Región Caribe","Río Viejo"
"176","13620","Bolívar","13",42.2688054,8330,35,"Región Caribe","San Cristóbal"
"177","13647","Bolívar","13",211.63925667,18729,41,"Región Caribe","San Estanislao"
"178","13650","Bolívar","13",317.3249881,12813,48,"Región Caribe","San Fernando"
"179","13654","Bolívar","13",442.91599064,24232,45,"Región Caribe","San Jacinto"
"180","13655","Bolívar","13",569.95070071,10305,54,"Región Caribe","San Jacinto Del Cauca"
"181","13657","Bolívar","13",631.22474109,37765,44,"Región Caribe","San Juan Nepomuceno"
"182","13667","Bolívar","13",450.19812675,14792,51,"Región Caribe","San Martín De Loba"
"183","13670","Bolívar","13",2021.0359913,28043,56,"Región Caribe","San Pablo"
"184","13673","Bolívar","13",172.77422027,14747,41,"Región Caribe","Santa Catalina"
"185","13683","Bolívar","13",154.67224223,21766,37,"Región Caribe","Santa Rosa"
"186","13688","Bolívar","13",2382.7823713,33701,56,"Región Caribe","Santa Rosa Del Sur"
"187","13744","Bolívar","13",1354.65972673,18678,57,"Región Caribe","Simití"
"188","13760","Bolívar","13",92.60413437,10733,39,"Región Caribe","Soplaviento"
"189","13780","Bolívar","13",249.3051513,13106,46,"Región Caribe","Talaigua Nuevo"
"190","13810","Bolívar","13",762.80877801,18584,52,"Región Caribe","Tiquisio"
"191","13836","Bolívar","13",201.98114245,109813,30,"Región Caribe","Turbaco"
"192","13838","Bolívar","13",191.15515136,16954,40,"Región Caribe","Turbaná"
"193","13873","Bolívar","13",137.126414,24581,37,"Región Caribe","Villanueva"
"194","13894","Bolívar","13",309.15321,12113,47,"Región Caribe","Zambrano"
"195","15001","Boyaca","15",119.68891815,176347,20,"Región Centro Oriente","Tunja"
"196","15022","Boyaca","15",57.67211917,1845,46,"Región Centro Oriente","Almeida"
"197","15047","Boyaca","15",942.14656272,15460,54,"Región Centro Oriente","Aquitania"
"198","15051","Boyaca","15",137.89858803,5911,48,"Región Centro Oriente","Arcabuco"
"199","15087","Boyaca","15",163.08822003,7500,45,"Región Centro Oriente","Belén"
"200","15090","Boyaca","15",58.01301631,1587,49,"Región Centro Oriente","Berbeo"
"201","15092","Boyaca","15",101.89954848,1943,51,"Región Centro Oriente","Betéitiva"
"202","15097","Boyaca","15",145.3052912,4888,45,"Región Centro Oriente","Boavita"
"203","15104","Boyaca","15",48.02286793,5103,39,"Región Centro Oriente","Boyacá"
"204","15106","Boyaca","15",64.59970295,2175,46,"Región Centro Oriente","Briceño"
"205","15109","Boyaca","15",110.15675651,4396,45,"Región Centro Oriente","Buenavista"
"206","15114","Boyaca","15",25.35271463,1138,49,"Región Centro Oriente","Busbanzá"
"207","15131","Boyaca","15",78.96557418,3127,45,"Región Centro Oriente","Caldas"
"208","15135","Boyaca","15",298.72837929,3082,55,"Región Centro Oriente","Campohermoso"
"209","15162","Boyaca","15",63.57858191,3703,43,"Región Centro Oriente","Cerinza"
"210","15172","Boyaca","15",136.37345653,3198,49,"Región Centro Oriente","Chinavita"
"211","15176","Boyaca","15",165.01366942,57101,31,"Región Centro Oriente","Chiquinquirá"
"212","15180","Boyaca","15",658.81489814,3924,60,"Región Centro Oriente","Chiscas"
"213","15183","Boyaca","15",677.37700246,7881,56,"Región Centro Oriente","Chita"
"214","15185","Boyaca","15",158.53472168,5843,47,"Región Centro Oriente","Chitaraque"
"215","15187","Boyaca","15",49.53234015,2812,40,"Región Centro Oriente","Chivatá"
"216","15189","Boyaca","15",53.99242241,4642,40,"Región Centro Oriente","Ciénega"
"217","15204","Boyaca","15",145.27595481,13140,41,"Región Centro Oriente","Cómbita"
"218","15212","Boyaca","15",149.86972672,3585,50,"Región Centro Oriente","Coper"
"219","15215","Boyaca","15",60.85143191,2523,47,"Región Centro Oriente","Corrales"
"220","15218","Boyaca","15",102.43132247,2742,49,"Región Centro Oriente","Covarachía"
"221","15223","Boyaca","15",1177.6146102,10563,64,"Región Centro Oriente","Cubará"
"222","15224","Boyaca","15",42.12806645,3759,39,"Región Centro Oriente","Cucaita"
"223","15226","Boyaca","15",44.13326992,1804,47,"Región Centro Oriente","Cuítiva"
"224","15232","Boyaca","15",116.5118127,4713,45,"Región Centro Oriente","Chíquiza"
"225","15236","Boyaca","15",108.6796408,2504,51,"Región Centro Oriente","Chivor"
"226","15238","Boyaca","15",234.02439254,124780,28,"Región Centro Oriente","Duitama"
"227","15244","Boyaca","15",238.34461943,4150,52,"Región Centro Oriente","El Cocuy"
"228","15248","Boyaca","15",69.40066627,3054,45,"Región Centro Oriente","El Espino"
"229","15272","Boyaca","15",109.34059509,6737,45,"Región Centro Oriente","Firavitoba"
"230","15276","Boyaca","15",88.12845643,3240,45,"Región Centro Oriente","Floresta"
"231","15293","Boyaca","15",88.16642732,2779,48,"Región Centro Oriente","Gachantivá"
"232","15296","Boyaca","15",123.68161708,4845,47,"Región Centro Oriente","Gámeza"
"233","15299","Boyaca","15",193.51249105,18144,41,"Región Centro Oriente","Garagoa"
"234","15317","Boyaca","15",57.65232987,1843,49,"Región Centro Oriente","Guacamayas"
"235","15322","Boyaca","15",36.13928524,10809,31,"Región Centro Oriente","Guateque"
"236","15325","Boyaca","15",99.96683864,3387,42,"Región Centro Oriente","Guayatá"
"237","15332","Boyaca","15",952.2178782,4285,61,"Región Centro Oriente","Güicán De La Sierra"
"238","15362","Boyaca","15",34.24778273,1972,44,"Región Centro Oriente","Iza"
"239","15367","Boyaca","15",59.00829053,7274,38,"Región Centro Oriente","Jenesano"
"240","15368","Boyaca","15",131.73689116,3900,49,"Región Centro Oriente","Jericó"
"241","15377","Boyaca","15",581.27677009,3501,60,"Región Centro Oriente","Labranzagrande"
"242","15380","Boyaca","15",56.9311693,2686,44,"Región Centro Oriente","La Capilla"
"243","15401","Boyaca","15",28.00521775,1118,44,"Región Centro Oriente","La Victoria"
"244","15403","Boyaca","15",161.56318622,2831,52,"Región Centro Oriente","La Uvita"
"245","15407","Boyaca","15",126.58841271,16617,40,"Región Centro Oriente","Villa De Leyva"
"246","15425","Boyaca","15",199.96600559,5027,51,"Región Centro Oriente","Macanal"
"247","15442","Boyaca","15",160.68478941,5697,45,"Región Centro Oriente","Maripí"
"248","15455","Boyaca","15",258.7141808,8937,47,"Región Centro Oriente","Miraflores"
"249","15464","Boyaca","15",360.37714728,4620,55,"Región Centro Oriente","Mongua"
"250","15466","Boyaca","15",68.85476038,4266,43,"Región Centro Oriente","Monguí"
"251","15469","Boyaca","15",218.27905548,22821,40,"Región Centro Oriente","Moniquirá"
"252","15476","Boyaca","15",60.044097,5641,39,"Región Centro Oriente","Motavita"
"253","15480","Boyaca","15",137.87412732,8466,42,"Región Centro Oriente","Muzo"
"254","15491","Boyaca","15",55.42547563,16238,32,"Región Centro Oriente","Nobsa"
"255","15494","Boyaca","15",51.39679736,5172,38,"Región Centro Oriente","Nuevo Colón"
"256","15500","Boyaca","15",60.30217623,2858,46,"Región Centro Oriente","Oicatá"
"257","15507","Boyaca","15",475.04006737,8002,53,"Región Centro Oriente","Otanche"
"258","15511","Boyaca","15",66.69016938,2447,45,"Región Centro Oriente","Pachavita"
"259","15514","Boyaca","15",339.06908334,3256,58,"Región Centro Oriente","Páez"
"260","15516","Boyaca","15",305.10919497,34177,41,"Región Centro Oriente","Paipa"
"261","15518","Boyaca","15",313.68257433,2400,61,"Región Centro Oriente","Pajarito"
"262","15522","Boyaca","15",39.7152486,1702,47,"Región Centro Oriente","Panqueba"
"263","15531","Boyaca","15",252.62872292,7198,48,"Región Centro Oriente","Pauna"
"264","15533","Boyaca","15",443.81045736,2616,63,"Región Centro Oriente","Paya"
"265","15537","Boyaca","15",122.69950912,4228,47,"Región Centro Oriente","Paz De Río"
"266","15542","Boyaca","15",263.09258436,6765,49,"Región Centro Oriente","Pesca"
"267","15550","Boyaca","15",464.9507465,1779,68,"Región Centro Oriente","Pisba"
"268","15572","Boyaca","15",1513.60103664,47600,49,"Región Centro Oriente","Puerto Boyacá"
"269","15580","Boyaca","15",167.32685905,4939,44,"Región Centro Oriente","Quípama"
"270","15599","Boyaca","15",125.68380229,9988,41,"Región Centro Oriente","Ramiriquí"
"271","15600","Boyaca","15",220.66637028,7958,44,"Región Centro Oriente","Ráquira"
"272","15621","Boyaca","15",206.36342967,2384,53,"Región Centro Oriente","Rondón"
"273","15632","Boyaca","15",248.65196199,13728,45,"Región Centro Oriente","Saboyá"
"274","15638","Boyaca","15",63.92725829,5578,44,"Región Centro Oriente","Sáchica"
"275","15646","Boyaca","15",167.5862368,18588,40,"Región Centro Oriente","Samacá"
"276","15660","Boyaca","15",109.46960177,1676,53,"Región Centro Oriente","San Eduardo"
"277","15664","Boyaca","15",74.40355031,4989,42,"Región Centro Oriente","San José De Pare"
