"","Depmun","Departamento","Dep","Superficie","Poblacion","Irural","Region","municipio"
"278","15667","Boyaca","15",469.84549583,5476,55,"Región Centro Oriente","San Luis De Gaceno"
"279","15673","Boyaca","15",123.87947184,3204,48,"Región Centro Oriente","San Mateo"
"280","15676","Boyaca","15",93.99806905,3006,45,"Región Centro Oriente","San Miguel De Sema"
"281","15681","Boyaca","15",195.90435681,6664,44,"Región Centro Oriente","San Pablo De Borbur"
"282","15686","Boyaca","15",67.9638235,7643,40,"Región Centro Oriente","Santana"
"283","15690","Boyaca","15",309.65967352,3518,54,"Región Centro Oriente","Santa María"
"284","15693","Boyaca","15",116.70609242,13205,40,"Región Centro Oriente","Santa Rosa De Viterbo"
"285","15696","Boyaca","15",77.56281644,3195,47,"Región Centro Oriente","Santa Sofía"
"286","15720","Boyaca","15",161.31016461,2177,54,"Región Centro Oriente","Sativanorte"
"287","15723","Boyaca","15",54.88468108,1100,51,"Región Centro Oriente","Sativasur"
"288","15740","Boyaca","15",119.22296697,6747,44,"Región Centro Oriente","Siachoque"
"289","15753","Boyaca","15",123.09543776,8908,43,"Región Centro Oriente","Soatá"
"290","15755","Boyaca","15",603.58638786,7231,55,"Región Centro Oriente","Socotá"
"291","15757","Boyaca","15",150.15200342,8018,46,"Región Centro Oriente","Socha"
"292","15759","Boyaca","15",208.30587404,129346,27,"Región Centro Oriente","Sogamoso"
"293","15761","Boyaca","15",58.79505007,2887,41,"Región Centro Oriente","Somondoco"
"294","15762","Boyaca","15",47.84502378,3050,44,"Región Centro Oriente","Sora"
"295","15763","Boyaca","15",285.29380791,8237,49,"Región Centro Oriente","Sotaquirá"
"296","15764","Boyaca","15",55.75775305,6015,40,"Región Centro Oriente","Soracá"
"297","15774","Boyaca","15",182.70313713,2704,53,"Región Centro Oriente","Susacón"
"298","15776","Boyaca","15",103.50533623,6164,44,"Región Centro Oriente","Sutamarchán"
"299","15778","Boyaca","15",41.12701065,4224,38,"Región Centro Oriente","Sutatenza"
"300","15790","Boyaca","15",209.69811173,5823,49,"Región Centro Oriente","Tasco"
"301","15798","Boyaca","15",45.86408254,3828,39,"Región Centro Oriente","Tenza"
"302","15804","Boyaca","15",121.83265484,9085,42,"Región Centro Oriente","Tibaná"
"303","15806","Boyaca","15",93.75675416,13196,38,"Región Centro Oriente","Tibasosa"
"304","15808","Boyaca","15",79.7514018,3313,49,"Región Centro Oriente","Tinjacá"
"305","15810","Boyaca","15",71.94767125,3299,45,"Región Centro Oriente","Tipacoque"
"306","15814","Boyaca","15",168.25186277,8831,44,"Región Centro Oriente","Toca"
"307","15816","Boyaca","15",101.44312446,4330,47,"Región Centro Oriente","Togüí"
"308","15820","Boyaca","15",33.62952821,3660,40,"Región Centro Oriente","Tópaga"
"309","15822","Boyaca","15",196.04606101,5206,50,"Región Centro Oriente","Tota"
"310","15832","Boyaca","15",29.22130806,1559,48,"Región Centro Oriente","Tununguá"
"311","15835","Boyaca","15",79.70660437,6131,40,"Región Centro Oriente","Turmequé"
"312","15837","Boyaca","15",165.33038307,8369,45,"Región Centro Oriente","Tuta"
"313","15839","Boyaca","15",122.00950202,2037,54,"Región Centro Oriente","Tutazá"
"314","15842","Boyaca","15",146.0853498,7534,42,"Región Centro Oriente","Úmbita"
"315","15861","Boyaca","15",160.01150448,15920,40,"Región Centro Oriente","Ventaquemada"
"316","15879","Boyaca","15",62.58114464,2817,45,"Región Centro Oriente","Viracachá"
"317","15897","Boyaca","15",251.50506514,4621,52,"Región Centro Oriente","Zetaquira"
"318","17001","Caldas","17",441.00165521,440608,20,"Región Eje Cafetero","Manizales"
"319","17013","Caldas","17",475.73266398,22907,43,"Región Eje Cafetero","Aguadas"
"320","17042","Caldas","17",209.14267671,36405,33,"Región Eje Cafetero","Anserma"
"321","17050","Caldas","17",149.5767563,10533,39,"Región Eje Cafetero","Aranzazu"
"322","17088","Caldas","17",113.34668528,10634,37,"Región Eje Cafetero","Belalcázar"
"323","17174","Caldas","17",109.37265837,51773,24,"Región Eje Cafetero","Chinchiná"
"324","17272","Caldas","17",192.60136678,11399,41,"Región Eje Cafetero","Filadelfia"
"325","17380","Caldas","17",549.23634105,72972,37,"Región Eje Cafetero","La Dorada"
"326","17388","Caldas","17",88.6003592,5916,40,"Región Eje Cafetero","La Merced"
"327","17433","Caldas","17",197.91188654,17805,37,"Región Eje Cafetero","Manzanares"
"328","17442","Caldas","17",36.88602204,9035,32,"Región Eje Cafetero","Marmato"
"329","17444","Caldas","17",90.33303734,13368,35,"Región Eje Cafetero","Marquetalia"
"330","17446","Caldas","17",376.95952271,2565,56,"Región Eje Cafetero","Marulanda"
"331","17486","Caldas","17",369.34275305,21040,39,"Región Eje Cafetero","Neira"
"332","17495","Caldas","17",227.5466889,6075,49,"Región Eje Cafetero","Norcasia"
"333","17513","Caldas","17",257.12020167,15296,42,"Región Eje Cafetero","Pácora"
"334","17524","Caldas","17",112.230143,15598,33,"Región Eje Cafetero","Palestina"
"335","17541","Caldas","17",498.54510758,19781,43,"Región Eje Cafetero","Pensilvania"
"336","17614","Caldas","17",384.1694705,51371,35,"Región Eje Cafetero","Riosucio"
"337","17616","Caldas","17",89.8893734,10640,36,"Región Eje Cafetero","Risaralda"
"338","17653","Caldas","17",388.08933444,19387,43,"Región Eje Cafetero","Salamina"
"339","17662","Caldas","17",758.17528641,20116,47,"Región Eje Cafetero","Samaná"
"340","17665","Caldas","17",60.94262259,4875,36,"Región Eje Cafetero","San José"
"341","17777","Caldas","17",121.61157198,29021,32,"Región Eje Cafetero","Supía"
"342","17867","Caldas","17",558.88528479,10255,54,"Región Eje Cafetero","Victoria"
"343","17873","Caldas","17",455.0658332,66189,37,"Región Eje Cafetero","Villamaría"
"344","17877","Caldas","17",112.90636922,12780,36,"Región Eje Cafetero","Viterbo"
"345","18001","Caquetá","18",2547.63753226,170764,46,"Región Centro Sur","Florencia"
"346","18029","Caquetá","18",414.12207019,4491,57,"Región Centro Sur","Albania"
"347","18094","Caquetá","18",1191.61857163,11102,60,"Región Centro Sur","Belén De Los Andaquíes"
"348","18150","Caquetá","18",12785.6187892,30778,73,"Región Centro Sur","Cartagena Del Chairá"
"349","18205","Caquetá","18",403.35824943,7683,54,"Región Centro Sur","Curillo"
"350","18247","Caquetá","18",1106.0761511,19256,54,"Región Centro Sur","El Doncello"
"351","18256","Caquetá","18",1234.73414492,18251,57,"Región Centro Sur","El Paujíl"
"352","18410","Caquetá","18",1701.06142971,14662,58,"Región Centro Sur","La Montañita"
"353","18460","Caquetá","18",1220.57599924,9838,61,"Región Centro Sur","Milán"
"354","18479","Caquetá","18",462.47959066,3718,62,"Región Centro Sur","Morelia"
"355","18592","Caquetá","18",4146.39715969,26329,61,"Región Centro Sur","Puerto Rico"
"356","18610","Caquetá","18",1304.76900624,12949,59,"Región Centro Sur","San José Del Fragua"
"357","18753","Caquetá","18",17464.6343678,51714,69,"Región Centro Sur","San Vicente Del Caguán"
"358","18756","Caquetá","18",42312.7836103,11359,87,"Región Centro Sur","Solano"
"359","18785","Caquetá","18",476.93147286,6280,58,"Región Centro Sur","Solita"
"360","18860","Caquetá","18",1330.21001503,6968,60,"Región Centro Sur","Valparaíso"
"361","19001","Cauca","19",480.17974332,321991,27,"Región Pacífico","Popayán"
"362","19022","Cauca","19",236.7148308,18263,42,"Región Pacífico","Almaguer"
"363","19050","Cauca","19",775.78782612,26376,50,"Región Pacífico","Argelia"
"364","19075","Cauca","19",413.21119743,21270,46,"Región Pacífico","Balboa"
"365","19100","Cauca","19",797.82025554,37327,46,"Región Pacífico","Bolívar"
"366","19110","Cauca","19",435.02879869,31754,38,"Región Pacífico","Buenos Aires"
"367","19130","Cauca","19",552.27861171,42439,44,"Región Pacífico","Cajibío"
"368","19137","Cauca","19",354.73865334,40898,41,"Región Pacífico","Caldono"
"369","19142","Cauca","19",266.56458831,30143,37,"Región Pacífico","Caloto"
"370","19212","Cauca","19",325.91558067,25342,40,"Región Pacífico","Corinto"
"371","19256","Cauca","19",2739.59890644,53840,55,"Región Pacífico","El Tambo"
"372","19290","Cauca","19",56.65263631,5254,41,"Región Pacífico","Florencia"
"373","19318","Cauca","19",2567.94927079,27619,59,"Región Pacífico","Guapi"
"374","19355","Cauca","19",866.31206859,29170,49,"Región Pacífico","Inzá"
"375","19364","Cauca","19",234.44755746,18240,43,"Región Pacífico","Jambaló"
"376","19392","Cauca","19",208.35441987,10674,46,"Región Pacífico","La Sierra"
"377","19397","Cauca","19",516.0748807,24542,43,"Región Pacífico","La Vega"
"378","19418","Cauca","19",3367.56736383,18761,63,"Región Pacífico","López De Micay"
"379","19450","Cauca","19",697.98138533,22901,52,"Región Pacífico","Mercaderes"
"380","19455","Cauca","19",189.68431355,31733,34,"Región Pacífico","Miranda"
"381","19473","Cauca","19",511.47772753,39516,46,"Región Pacífico","Morales"
"382","19513","Cauca","19",69.68342538,9953,38,"Región Pacífico","Padilla"
"383","19517","Cauca","19",1793.14388826,46278,53,"Región Pacífico","Páez"
"384","19532","Cauca","19",755.29108288,37183,48,"Región Pacífico","Patía"
"385","19533","Cauca","19",1104.75169652,9004,63,"Región Pacífico","Piamonte"
"386","19548","Cauca","19",181.26962982,41362,35,"Región Pacífico","Piendamó - Tunía"
"387","19573","Cauca","19",109.12329128,41648,28,"Región Pacífico","Puerto Tejada"
"388","19585","Cauca","19",848.32330826,17423,50,"Región Pacífico","Puracé"
"389","19622","Cauca","19",169.0917445,11495,43,"Región Pacífico","Rosas"
"390","19693","Cauca","19",419.03490454,11004,50,"Región Pacífico","San Sebastián"
"391","19698","Cauca","19",518.19747613,111789,36,"Región Pacífico","Santander De Quilichao"
"392","19701","Cauca","19",3619.37102599,5354,70,"Región Pacífico","Santa Rosa"
"393","19743","Cauca","19",680.9915665,37713,45,"Región Pacífico","Silvia"
"394","19760","Cauca","19",515.94418589,14079,50,"Región Pacífico","Sotará Paispamba"
"395","19780","Cauca","19",392.38570876,32226,49,"Región Pacífico","Suárez"
"396","19785","Cauca","19",135.87329611,9582,44,"Región Pacífico","Sucre"
"397","19807","Cauca","19",201.29270219,35895,37,"Región Pacífico","Timbío"
"398","19809","Cauca","19",2057.70619339,26363,59,"Región Pacífico","Timbiquí"
"399","19821","Cauca","19",492.14116839,36016,44,"Región Pacífico","Toribío"
"400","19824","Cauca","19",404.47045945,25137,47,"Región Pacífico","Totoró"
"401","19845","Cauca","19",81.62162048,21000,35,"Región Pacífico","Villa Rica"
"402","20001","Cesar","20",4185.7918013,513685,40,"Región Caribe","Valledupar"
"403","20011","Cesar","20",877.66663962,114569,42,"Región Caribe","Aguachica"
"404","20013","Cesar","20",1753.09250676,62864,50,"Región Caribe","Agustín Codazzi"
"405","20032","Cesar","20",637.90277265,20617,51,"Región Caribe","Astrea"
"406","20045","Cesar","20",1225.40113276,22542,58,"Región Caribe","Becerril"
"407","20060","Cesar","20",586.20917207,41825,45,"Región Caribe","Bosconia"
"408","20175","Cesar","20",1376.42532217,35269,53,"Región Caribe","Chimichagua"
"409","20178","Cesar","20",1114.48037122,28743,54,"Región Caribe","Chiriguaná"
"410","20228","Cesar","20",915.1712714,38617,51,"Región Caribe","Curumaní"
"411","20238","Cesar","20",956.4508359,30957,49,"Región Caribe","El Copey"
"412","20250","Cesar","20",813.93282122,39365,51,"Región Caribe","El Paso"
"413","20295","Cesar","20",326.88059474,15458,48,"Región Caribe","Gamarra"
"414","20310","Cesar","20",73.00612174,4469,39,"Región Caribe","González"
"415","20383","Cesar","20",802.87211404,17858,55,"Región Caribe","La Gloria"
"416","20400","Cesar","20",755.90675861,49052,51,"Región Caribe","La Jagua De Ibirico"
"417","20443","Cesar","20",136.78208517,10479,42,"Región Caribe","Manaure Balcón Del Cesar"
"418","20517","Cesar","20",531.84299144,19183,51,"Región Caribe","Pailitas"
"419","20550","Cesar","20",423.38737311,21564,49,"Región Caribe","Pelaya"
"420","20570","Cesar","20",743.8018203,28298,50,"Región Caribe","Pueblo Bello"
"421","20614","Cesar","20",549.43802067,17346,52,"Región Caribe","Río De Oro"
"422","20621","Cesar","20",1073.10115197,28758,52,"Región Caribe","La Paz"
"423","20710","Cesar","20",550.21154775,27449,49,"Región Caribe","San Alberto"
"424","20750","Cesar","20",645.99944462,19818,52,"Región Caribe","San Diego"
"425","20770","Cesar","20",993.29124301,27823,54,"Región Caribe","San Martín"
"426","20787","Cesar","20",513.29849259,15790,51,"Región Caribe","Tamalameque"
"427","23001","Córdoba","23",3136.58704395,498858,39,"Región Caribe","Montería"
"428","23068","Córdoba","23",1964.83882082,47057,53,"Región Caribe","Ayapel"
"429","23079","Córdoba","23",834.92703813,21274,53,"Región Caribe","Buenavista"
"430","23090","Córdoba","23",420.03970139,15385,47,"Región Caribe","Canalete"
"431","23162","Córdoba","23",290.84433337,107234,31,"Región Caribe","Cereté"
"432","23168","Córdoba","23",324.00306947,17738,46,"Región Caribe","Chimá"
"433","23182","Córdoba","23",626.18713046,48323,42,"Región Caribe","Chinú"
"434","23189","Córdoba","23",641.23960727,59871,42,"Región Caribe","Ciénaga De Oro"
"435","23300","Córdoba","23",88.26853651,19315,36,"Región Caribe","Cotorra"
"436","23350","Córdoba","23",287.04371714,15058,47,"Región Caribe","La Apartada"
"437","23417","Córdoba","23",950.99428938,114666,38,"Región Caribe","Lorica"
"438","23419","Córdoba","23",366.06479027,19038,47,"Región Caribe","Los Córdobas"
"439","23464","Córdoba","23",158.76277337,19876,40,"Región Caribe","Momil"
"440","23466","Córdoba","23",1551.16600939,83908,47,"Región Caribe","Montelíbano"
"441","23500","Córdoba","23",203.17288025,30242,39,"Región Caribe","Moñitos"
"442","23555","Córdoba","23",1140.62303334,64465,46,"Región Caribe","Planeta Rica"
"443","23570","Córdoba","23",849.27988741,36112,48,"Región Caribe","Pueblo Nuevo"
"444","23574","Córdoba","23",411.04173093,24036,46,"Región Caribe","Puerto Escondido"
"445","23580","Córdoba","23",1647.3563643,42835,53,"Región Caribe","Puerto Libertador"
"446","23586","Córdoba","23",117.73425289,17411,38,"Región Caribe","Purísima De La Concepción"
"447","23660","Córdoba","23",964.81454114,109052,41,"Región Caribe","Sahagún"
"448","23670","Córdoba","23",206.77031991,48215,31,"Región Caribe","San Andrés De Sotavento"
"449","23672","Córdoba","23",207.49037215,34520,38,"Región Caribe","San Antero"
"450","23675","Córdoba","23",315.97198331,37052,40,"Región Caribe","San Bernardo Del Viento"
"451","23678","Córdoba","23",446.82063435,27174,47,"Región Caribe","San Carlos"
"452","23686","Córdoba","23",445.49118008,52481,42,"Región Caribe","San Pelayo"
"453","23807","Córdoba","23",4937.72293616,93873,55,"Región Caribe","Tierralta"
"454","23855","Córdoba","23",919.25919955,36042,48,"Región Caribe","Valencia"
"455","25001","Cundinamarca","25",85.7453277,11966,35,"Región Centro Oriente","Agua De Dios"
"456","25019","Cundinamarca","25",50.83509982,6650,36,"Región Centro Oriente","Albán"
"457","25035","Cundinamarca","25",123.95549005,15315,38,"Región Centro Oriente","Anapoima"
"458","25040","Cundinamarca","25",120.95234711,14161,37,"Región Centro Oriente","Anolaima"
"459","25053","Cundinamarca","25",142.45996723,10825,38,"Región Centro Oriente","Arbeláez"
"460","25086","Cundinamarca","25",176.84598708,1832,55,"Región Centro Oriente","Beltrán"
"461","25095","Cundinamarca","25",61.0461936,2507,44,"Región Centro Oriente","Bituima"
"462","25099","Cundinamarca","25",102.31988131,10524,38,"Región Centro Oriente","Bojacá"
"463","25120","Cundinamarca","25",421.83959263,4885,55,"Región Centro Oriente","Cabrera"
"464","25123","Cundinamarca","25",53.45261554,10324,32,"Región Centro Oriente","Cachipay"
"465","25126","Cundinamarca","25",51.27563121,87866,21,"Región Centro Oriente","Cajicá"
"466","25148","Cundinamarca","25",615.66759762,12714,50,"Región Centro Oriente","Caparrapí"
"467","25151","Cundinamarca","25",111.50681966,17480,33,"Región Centro Oriente","Cáqueza"
"468","25154","Cundinamarca","25",298.54906407,7733,49,"Región Centro Oriente","Carmen De Carupa"
"469","25168","Cundinamarca","25",172.02672254,4255,49,"Región Centro Oriente","Chaguaní"
"470","25175","Cundinamarca","25",80.15804066,141308,18,"Región Centro Oriente","Chía"
"471","25178","Cundinamarca","25",150.54955403,9748,40,"Región Centro Oriente","Chipaque"
"472","25181","Cundinamarca","25",212.42009623,11213,42,"Región Centro Oriente","Choachí"
"473","25183","Cundinamarca","25",300.19389865,21425,42,"Región Centro Oriente","Chocontá"
"474","25200","Cundinamarca","25",132.88038205,23286,36,"Región Centro Oriente","Cogua"
"475","25214","Cundinamarca","25",53.67739272,34948,27,"Región Centro Oriente","Cota"
"476","25224","Cundinamarca","25",109.84017355,7935,43,"Región Centro Oriente","Cucunubá"
"477","25245","Cundinamarca","25",118.27964495,25047,33,"Región Centro Oriente","El Colegio"
"478","25258","Cundinamarca","25",134.09099836,4710,47,"Región Centro Oriente","El Peñón"
"479","25260","Cundinamarca","25",87.21297255,23417,34,"Región Centro Oriente","El Rosal"
"480","25269","Cundinamarca","25",158.0207331,148001,22,"Región Centro Oriente","Facatativá"
"481","25279","Cundinamarca","25",460.17535188,12367,47,"Región Centro Oriente","Fómeque"
"482","25281","Cundinamarca","25",111.20354527,5892,40,"Región Centro Oriente","Fosca"
"483","25286","Cundinamarca","25",67.75368968,99387,20,"Región Centro Oriente","Funza"
"484","25288","Cundinamarca","25",77.46122838,5047,43,"Región Centro Oriente","Fúquene"
"485","25290","Cundinamarca","25",193.95287674,146556,23,"Región Centro Oriente","Fusagasugá"
"486","25293","Cundinamarca","25",384.9970873,4386,53,"Región Centro Oriente","Gachalá"
"487","25295","Cundinamarca","25",43.05740685,18264,31,"Región Centro Oriente","Gachancipá"
"488","25297","Cundinamarca","25",258.86202298,8439,45,"Región Centro Oriente","Gachetá"
"489","25299","Cundinamarca","25",107.68679831,3152,46,"Región Centro Oriente","Gama"
"490","25307","Cundinamarca","25",130.15534622,105379,22,"Región Centro Oriente","Girardot"
"491","25312","Cundinamarca","25",60.70497778,7566,35,"Región Centro Oriente","Granada"
"492","25317","Cundinamarca","25",170.17330358,13749,43,"Región Centro Oriente","Guachetá"
"493","25320","Cundinamarca","25",763.67586395,31869,46,"Región Centro Oriente","Guaduas"
"494","25322","Cundinamarca","25",360.58852085,16166,46,"Región Centro Oriente","Guasca"
"495","25324","Cundinamarca","25",90.95220287,2811,48,"Región Centro Oriente","Guataquí"
"496","25326","Cundinamarca","25",252.36806197,6561,48,"Región Centro Oriente","Guatavita"
"497","25328","Cundinamarca","25",61.87344864,4587,42,"Región Centro Oriente","Guayabal De Síquima"
"498","25335","Cundinamarca","25",222.81782658,6485,48,"Región Centro Oriente","Guayabetal"
"499","25339","Cundinamarca","25",453.22549053,3478,56,"Región Centro Oriente","Gutiérrez"
"500","25368","Cundinamarca","25",221.86018197,2283,54,"Región Centro Oriente","Jerusalén"
"501","25372","Cundinamarca","25",343.82555376,5920,48,"Región Centro Oriente","Junín"
"502","25377","Cundinamarca","25",326.50993553,31432,40,"Región Centro Oriente","La Calera"
"503","25386","Cundinamarca","25",148.19873476,34465,33,"Región Centro Oriente","La Mesa"
"504","25394","Cundinamarca","25",190.7906933,9588,44,"Región Centro Oriente","La Palma"
"505","25398","Cundinamarca","25",128.47071695,5976,43,"Región Centro Oriente","La Peña"
"506","25402","Cundinamarca","25",155.43755745,17830,39,"Región Centro Oriente","La Vega"
"507","25407","Cundinamarca","25",155.6303769,10424,43,"Región Centro Oriente","Lenguazaque"
"508","25426","Cundinamarca","25",229.20747739,6171,48,"Región Centro Oriente","Machetá"
"509","25430","Cundinamarca","25",119.58191688,120067,24,"Región Centro Oriente","Madrid"
"510","25436","Cundinamarca","25",107.90651222,3795,45,"Región Centro Oriente","Manta"
"511","25438","Cundinamarca","25",1196.74948999,8064,58,"Región Centro Oriente","Medina"
"512","25473","Cundinamarca","25",105.93888875,141171,23,"Región Centro Oriente","Mosquera"
"513","25483","Cundinamarca","25",55.16262691,2395,45,"Región Centro Oriente","Nariño"
"514","25486","Cundinamarca","25",98.36503989,13868,38,"Región Centro Oriente","Nemocón"
"515","25488","Cundinamarca","25",224.73208637,11441,41,"Región Centro Oriente","Nilo"
"516","25489","Cundinamarca","25",59.49982456,3665,39,"Región Centro Oriente","Nimaima"
"517","25491","Cundinamarca","25",68.93823303,6317,37,"Región Centro Oriente","Nocaima"
"518","25506","Cundinamarca","25",122.20331678,4320,45,"Región Centro Oriente","Venecia"
"519","25513","Cundinamarca","25",402.62677712,25046,42,"Región Centro Oriente","Pacho"
"520","25518","Cundinamarca","25",173.63571119,4206,48,"Región Centro Oriente","Paime"
"521","25524","Cundinamarca","25",71.69758309,5146,40,"Región Centro Oriente","Pandi"
"522","25530","Cundinamarca","25",885.53370336,8786,59,"Región Centro Oriente","Paratebueno"
"523","25535","Cundinamarca","25",271.71161198,9341,42,"Región Centro Oriente","Pasca"
"524","25572","Cundinamarca","25",515.94145456,16058,49,"Región Centro Oriente","Puerto Salgar"
"525","25580","Cundinamarca","25",197.68788457,3369,52,"Región Centro Oriente","Pulí"
"526","25592","Cundinamarca","25",79.85642952,4807,42,"Región Centro Oriente","Quebradanegra"
"527","25594","Cundinamarca","25",137.83551298,5176,42,"Región Centro Oriente","Quetame"
"528","25596","Cundinamarca","25",127.71713494,6380,41,"Región Centro Oriente","Quipile"
"529","25599","Cundinamarca","25",121.98690331,8457,41,"Región Centro Oriente","Apulo"
"530","25612","Cundinamarca","25",128.2975197,13652,41,"Región Centro Oriente","Ricaurte"
"531","25645","Cundinamarca","25",88.56564868,12340,34,"Región Centro Oriente","San Antonio Del Tequendama"
"532","25649","Cundinamarca","25",247.01261762,8703,43,"Región Centro Oriente","San Bernardo"
"533","25653","Cundinamarca","25",287.80794531,4892,52,"Región Centro Oriente","San Cayetano"
"534","25658","Cundinamarca","25",118.74598286,11316,41,"Región Centro Oriente","San Francisco"
"535","25662","Cundinamarca","25",314.08727396,8324,47,"Región Centro Oriente","San Juan De Rioseco"
"536","25718","Cundinamarca","25",111.61525364,11104,39,"Región Centro Oriente","Sasaima"
"537","25736","Cundinamarca","25",141.14774932,12052,41,"Región Centro Oriente","Sesquilé"
"538","25740","Cundinamarca","25",122.1326726,35102,28,"Región Centro Oriente","Sibaté"
"539","25743","Cundinamarca","25",162.57452807,22550,34,"Región Centro Oriente","Silvania"
"540","25745","Cundinamarca","25",96.7155455,13465,39,"Región Centro Oriente","Simijaca"
"541","25754","Cundinamarca","25",187.44595436,709276,12,"Región Centro Oriente","Soacha"
"542","25758","Cundinamarca","25",111.08048922,27456,32,"Región Centro Oriente","Sopó"
"543","25769","Cundinamarca","25",209.21729148,16183,41,"Región Centro Oriente","Subachoque"
"544","25772","Cundinamarca","25",173.0689862,17902,40,"Región Centro Oriente","Suesca"
"545","25777","Cundinamarca","25",130.38967354,5361,46,"Región Centro Oriente","Supatá"
"546","25779","Cundinamarca","25",104.15457146,6769,40,"Región Centro Oriente","Susa"
"547","25781","Cundinamarca","25",64.85053814,6169,42,"Región Centro Oriente","Sutatausa"
"548","25785","Cundinamarca","25",75.19839528,22983,30,"Región Centro Oriente","Tabio"
"549","25793","Cundinamarca","25",201.86641634,8354,46,"Región Centro Oriente","Tausa"
"550","25797","Cundinamarca","25",51.43734552,10065,34,"Región Centro Oriente","Tena"
"551","25799","Cundinamarca","25",114.23607382,23052,34,"Región Centro Oriente","Tenjo"
"552","25805","Cundinamarca","25",84.75227305,4477,41,"Región Centro Oriente","Tibacuy"
"553","25807","Cundinamarca","25",56.54739447,3207,44,"Región Centro Oriente","Tibirita"
"554","25815","Cundinamarca","25",245.8345215,16136,40,"Región Centro Oriente","Tocaima"
